"id","symbol","name","sector","price","price_earnings","dividend_yield","earnings_share","low_52_week","high_52_week","market_cap","ebitda","price_sales","price_book","sec_filings"
"416","SLG","SL Green Realty","Real Estate","90.61","14.07","3.499892","0.88","115.34","91.2","8617714345.0","795889000.0","6.582008","1.32","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SLG"
"417","SNA","Snap-On Inc.","Consumer Discretionary","156.72","15.81","1.968433","9.2","185.47","140.83","9499107736.0","982200000.0","3.511481","3.21","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SNA"
"418","SO","Southern Co.","Utilities","43.4","15.78","5.353023","2.53","53.51","42.63","43497224128.0","6012000000.0","2.50806","1.82","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SO"
"419","LUV","Southwest Airlines","Industrials","55.63","15.89","0.863707","5.82","66.99","49.76","34351211637.0","4533000000.0","1.62949","3.84","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LUV"
"420","SWK","Stanley Black & Decker","Consumer Discretionary","152.86","20.57","1.577564","8.05","176.62","121.09","24496399600.0","2264600000.0","1.944325","3.34","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SWK"
"421","SBUX","Starbucks Corp.","Consumer Discretionary","53.77","25.98","2.203452","1.97","64.87","52.58","76548976000.0","7361500000.0","3.439244","13.36","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SBUX"
"422","STT","State Street Corp.","Financials","98.54","15.35","1.622875","5.23","114.27","75.27","38059113300.0","0.0","3.263072","1.95","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=STT"
"423","SRCL","Stericycle Inc","Industrials","70.55","16.26","0.0","2.08","88.0","61.25","6218560288.0","305085000.0","2.260732","2.15","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SRCL"
"424","SYK","Stryker Corp.","Health Care","148.01","23.46","1.223401","2.68","170.0","122.01","57509096756.0","2863000000.0","4.635566","5.54","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SYK"
"425","STI","SunTrust Banks","Financials","65.8","16.25","2.318505","4.48","72.06","51.96","32498948310.0","0.0","3.308945","1.38","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=STI"
"426","SYMC","Symantec Corp.","Information Technology","25.59","39.37","1.128668","-0.17","34.2","25.65","16520497264.0","1227000000.0","3.551649","3.36","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SYMC"
"427","SYF","Synchrony Financial","Financials","34.98","13.35","1.6","2.41","40.59","26.01","28893750000.0","0.0","2.109662","1.97","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SYF"
"428","SNPS","Synopsys Inc.","Information Technology","82.62","67.72","0.0","0.87","94.8","64.75","12767067883.0","579844000.0","6.276264","3.98","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SNPS"
"429","SYY","Sysco Corp.","Consumer Staples","57.0","22.98","2.464487","2.08","64.27","48.85","30445320778.0","2988725000.0","0.729554","13.4","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SYY"
"430","TROW","T. Rowe Price Group","Financials","101.99","19.92","2.140443","4.75","120.07","66.7","25810865035.0","2281400000.0","7.391116","4.61","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TROW"
"431","TPR","Tapestry, Inc.","Consumer Discretionary","48.85","0.0","0.0","2.09","50.71","36.69","14247199374.0","0.0","4.078549","4.35","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TPR"
"432","TGT","Target Corp.","Consumer Discretionary","71.11","14.19","3.385665","4.71","78.7","48.56","39816696539.0","7105000000.0","0.804739","3.45","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TGT"
"433","TEL","TE Connectivity Ltd.","Information Technology","95.27","19.72","1.606265","4.71","108.23","71.93","34983666316.0","2797000000.0","2.573437","3.6","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TEL"
"434","FTI","TechnipFMC","Energy","29.1","18.77","1.706037","0.0","35.0","24.53","14163064455.0","540167833.42","1.561575","1.06","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FTI"
"435","TXN","Texas Instruments","Information Technology","97.66","24.05","2.43185","3.6","120.75","74.52","100262526470.0","7013000000.0","6.957223","9.32","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TXN"
"436","TXT","Textron Inc.","Industrials","55.54","22.13","0.138145","1.14","62.19","45.0","15254672353.0","1454000000.0","1.06457","2.57","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TXT"
"437","BK","The Bank of New York Mellon Corp.","Financials","53.29","14.76","1.734731","3.73","58.99","44.91","56083904906.0","0.0","3.383426","1.49","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BK"
"438","CLX","The Clorox Company","Consumer Staples","127.76","23.44","2.628697","5.33","150.4","124.09","16540418002.0","1295000000.0","2.798683","21.62","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CLX"
"439","COO","The Cooper Companies","Health Care","223.17","22.96","0.026034","7.52","256.39","187.02","11297958140.0","615700000.0","6.853847","3.57","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=COO"
"440","HSY","The Hershey Company","Consumer Staples","97.65","20.51","2.649435","3.66","116.49","98.85","20867272020.0","1404123000.0","2.839671","25.64","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HSY"
"441","MOS","The Mosaic Company","Materials","24.13","23.66","0.39604","0.85","34.36","19.23","9726962131.0","1165100000.0","1.816196","0.94","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MOS"
"442","TRV","The Travelers Companies Inc.","Financials","135.01","16.48","2.026171","7.31","150.55","113.76","38903131815.0","0.0","1.33382","1.63","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TRV"
"443","DIS","The Walt Disney Company","Consumer Discretionary","101.35","17.78","1.603666","5.7","116.1","96.2","157817273295.0","12544000000.0","3.963556","3.82","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DIS"
"444","TMO","Thermo Fisher Scientific","Health Care","198.73","21.84","0.327632","5.6","226.44","151.69","83226586345.0","4751300000.0","4.015666","3.38","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TMO"
"445","TIF","Tiffany & Co.","Consumer Discretionary","99.62","27.0","1.940241","3.55","111.44","77.93","12810515320.0","949500000.0","4.516748","3.97","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TIF"
"446","TWX","Time Warner Inc.","Consumer Discretionary","93.02","15.35","1.692777","6.62","103.9","85.88","74185800000.0","7671000000.0","2.373599","2.73","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TWX"
"447","TJX","TJX Companies Inc.","Consumer Discretionary","74.36","21.01","1.64042","3.46","81.46","66.44","48181450881.0","4600216000.0","1.92936","10.35","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TJX"
"448","TMK","Torchmark Corp.","Financials","80.52","17.02","0.720461","4.5","93.6","73.53","9614412169.0","0.0","3.107966","1.88","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TMK"
"449","TSS","Total System Services","Information Technology","81.17","25.85","0.609113","3.16","89.92","50.96","15694951118.0","1097534000.0","3.175548","6.57","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TSS"
"450","TSCO","Tractor Supply Company","Consumer Discretionary","65.94","19.57","1.603087","3.3","82.68","49.87","8459271203.0","859519000.0","1.164213","6.01","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TSCO"
"451","TDG","TransDigm Group","Industrials","283.0","23.76","0.0","7.92","321.38","203.72","15241203731.0","1635916000.0","4.268832","0.0","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TDG"
"452","TRIP","TripAdvisor","Consumer Discretionary","40.05","58.04","0.0","0.81","53.29","29.5","5700998508.0","234000000.0","4.592578","3.49","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TRIP"
"453","FOXA","Twenty-First Century Fox Class A","Consumer Discretionary","34.56","17.81","0.998336","1.59","39.14","24.81","44027094922.0","5280000000.0","2.108032","4.11","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FOXA"
"454","FOX","Twenty-First Century Fox Class B","Consumer Discretionary","34.09","17.57","1.008403","1.59","38.56","24.3","66135313503.0","5280000000.0","3.165484","4.04","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FOX"
"455","TSN","Tyson Foods","Consumer Staples","73.92","13.92","1.635323","4.79","84.65","57.2","26957526800.0","2521000000.0","0.93731","2.55","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TSN"
"456","USB","U.S. Bancorp","Financials","52.65","15.35","2.189781","3.52","58.5","49.54","90940115897.0","0.0","3.777355","2.09","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=USB"
"457","UDR","UDR Inc","Real Estate","32.92","17.79","3.668639","1.08","40.71","33.31","9050154422.0","665141000.0","12.365829","3.27","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=UDR"
"458","ULTA","Ulta Salon Cosmetics & Fragrance Inc","Consumer Discretionary","209.09","32.07","0.0","6.52","314.86","187.96","13300000127.0","1002093000.0","3.377911","8.04","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ULTA"
"459","UAA","Under Armour Class A","Consumer Discretionary","13.14","32.05","0.0","0.45","23.46","11.4","5856913571.0","399277000.0","1.602308","2.72","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=UAA"
"460","UA","Under Armour Class C","Consumer Discretionary","11.95","29.15","0.0","0.45","21.81","10.36","5366628950.0","399277000.0","1.473879","2.5","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=UA"
"461","UNP","Union Pacific","Industrials","124.86","22.06","2.062655","13.52","143.05","101.06","101513290382.0","10169000000.0","4.860508","0.0","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=UNP"
"462","UAL","United Continental Holdings","Industrials","63.37","8.85","0.0","7.05","83.04","56.51","19363059152.0","5929000000.0","0.50205","2.09","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=UAL"
"463","UNH","United Health Group Inc.","Health Care","216.46","21.47","1.328492","10.71","250.79","156.49","218834811333.0","17454000000.0","1.090332","4.71","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=UNH"
"464","UPS","United Parcel Service","Industrials","109.28","18.27","2.96667","5.62","135.53","102.12","96436356833.0","7919000000.0","1.474462","64.7","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=UPS"
"465","URI","United Rentals, Inc.","Industrials","161.99","16.33","0.0","15.72","189.0","100.62","14654954091.0","2760000000.0","2.178262","4.53","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=URI"
"466","UTX","United Technologies","Industrials","127.48","19.26","2.121694","5.7","139.24","107.05","105387272474.0","10584000000.0","1.732412","3.4","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=UTX"
"467","UHS","Universal Health Services, Inc.","Health Care","114.87","15.36","0.34153","7.14","129.74","95.26","11116075286.0","1676204000.0","1.315866","2.21","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=UHS"
"468","UNM","Unum Group","Financials","47.87","11.51","1.818901","4.38","58.73","43.55","11256432318.0","0.0","0.998492","1.19","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=UNM"
"469","VFC","V.F. Corp.","Consumer Discretionary","78.75","25.9","2.286567","2.55","82.95","48.05","31797645904.0","1624441000.0","3.711094","7.89","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VFC"
"470","VLO","Valero Energy","Energy","86.77","18.74","3.561888","9.24","99.95","60.69","39312309113.0","5401000000.0","0.421192","1.93","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VLO"
"471","VAR","Varian Medical Systems","Health Care","112.82","29.93","0.0","2.69","130.29","77.73","10692681720.0","500600000.0","3.965225","7.32","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VAR"
"472","VTR","Ventas Inc","Real Estate","50.92","12.21","5.965641","1.86","72.36","51.8","18865999082.0","1935931000.0","7.07405","1.76","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VTR"
"473","VRSN","Verisign Inc.","Information Technology","105.62","29.5","0.0","3.43","118.28","81.17","10754983829.0","767864000.0","12.401829","10.82","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VRSN"
"474","VRSK","Verisk Analytics","Industrials","92.28","28.84","0.0","3.45","100.54","75.6","15594677147.0","1011200000.0","9.935474","9.34","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VRSK"
"475","VZ","Verizon Communications","Telecommunication Services","49.04","13.08","4.626544","7.36","54.77","42.8","208092277044.0","45745000000.0","1.645254","7.96","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VZ"
"476","VRTX","Vertex Pharmaceuticals Inc","Health Care","151.6","252.67","0.0","1.04","174.96","84.39","39369386348.0","97562000.0","16.185404","21.91","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VRTX"
"477","VIAB","Viacom Inc.","Consumer Discretionary","32.71","8.68","2.622091","4.68","46.72","22.13","10601008017.0","5600000000.0","1.092477","2.08","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VIAB"
"478","V","Visa Inc.","Information Technology","113.86","32.72","0.702048","2.8","126.88","84.88","270038723213.0","13086000000.0","14.433654","9.4","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=V"
"479","VNO","Vornado Realty Trust","Real Estate","66.18","16.22","3.744428","4.33","111.72","66.01","12778779911.0","0.0","7.1491","3.63","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VNO"
"480","VMC","Vulcan Materials","Materials","121.47","40.9","0.779788","3.1","141.2","108.95","16964162228.0","970976000.0","5.757688","3.54","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VMC"
"481","WMT","Wal-Mart Stores","Consumer Staples","100.02","23.1","1.983471","4.39","109.98","66.89","304680931618.0","30721000000.0","0.820994","3.89","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WMT"
"482","WBA","Walgreens Boots Alliance","Consumer Staples","68.22","13.38","2.236824","3.78","88.0","63.82","70862541911.0","7083000000.0","0.590439","3.06","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WBA"
"483","WM","Waste Management Inc.","Industrials","79.12","25.36","2.08002","2.66","89.73","69.55","35488486675.0","3896000000.0","3.278767","6.73","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WM"
"484","WAT","Waters Corporation","Health Care","191.79","26.64","0.0","0.19","220.2","145.94","16064078572.0","773932000.0","6.982411","6.15","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WAT"
"485","WEC","Wec Energy Group Inc","Utilities","59.5","19.57","3.691948","3.79","70.09","56.63","18890296993.0","2736500000.0","2.48342","2.1","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WEC"
"486","WFC","Wells Fargo","Financials","55.4","13.58","2.711158","4.07","66.31","49.27","281463620775.0","0.0","2.872819","1.58","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WFC"
"487","HCN","Welltower Inc.","Real Estate","54.67","12.74","6.153846","2.81","78.17","55.29","20943679019.0","1908253000.0","6.725218","1.49","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HCN"
"488","WDC","Western Digital","Information Technology","80.09","10.19","2.389201","1.29","95.77","71.38","24760297793.0","5169000000.0","1.245503","2.0","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WDC"
"489","WU","Western Union Co","Information Technology","18.81","10.17","3.591585","0.51","22.21","18.39","8951609207.0","694600000.0","2.22677","12.65","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WU"
"490","WRK","WestRock Company","Materials","60.93","23.26","2.669978","2.77","71.55","49.23","16433340688.0","2262300000.0","1.075785","1.58","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WRK"
"491","WY","Weyerhaeuser Corp.","Real Estate","33.6","34.29","3.707995","0.77","37.89","30.95","26070297960.0","1365000000.0","3.639679","2.9","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WY"
"492","WHR","Whirlpool Corp.","Consumer Discretionary","164.95","11.77","2.565299","4.51","202.99","158.8","12177920000.0","1842000000.0","0.580648","2.57","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WHR"
"493","WMB","Williams Cos.","Energy","28.56","48.41","4.0","-0.57","33.67","26.82","24802396470.0","3955000000.0","4.298285","3.01","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WMB"
"494","WLTW","Willis Towers Watson","Financials","152.36","18.67","1.347058","3.07","165.0","120.87","20780269334.0","1440000000.0","3.448466","2.1","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WLTW"
"495","WYN","Wyndham Worldwide","Consumer Discretionary","113.56","18.77","1.954178","5.53","127.96","80.11","11993835688.0","1232000000.0","2.733208","18.91","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WYN"
"496","WYNN","Wynn Resorts Ltd","Consumer Discretionary","169.28","31.7","1.127904","7.27","203.63","92.67","18225400525.0","1501301000.0","2.478658","51.69","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WYNN"
"497","XEL","Xcel Energy Inc","Utilities","42.44","18.14","3.391427","2.21","52.22","41.16","21559611927.0","3885828000.0","2.520456","1.94","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=XEL"
"498","XRX","Xerox Corp.","Information Technology","29.8","8.87","3.207184","0.59","37.42","26.64","7938833340.0","1191000000.0","0.787766","1.49","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=XRX"
"499","XLNX","Xilinx Inc","Information Technology","62.82","27.19","2.090488","2.32","77.26","54.99","17064975551.0","845468000.0","7.101206","7.22","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=XLNX"
"500","XL","XL Capital","Financials","41.26","-19.93","2.095238","-2.24","47.27","33.77","10753423590.0","0.0","0.843942","0.97","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=XL"
"501","XYL","Xylem Inc.","Industrials","70.24","30.94","1.170079","1.83","76.81","46.86","12915021000.0","722000000.0","2.726209","5.31","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=XYL"
"502","YUM","Yum! Brands Inc","Consumer Discretionary","76.3","27.25","1.79708","4.07","86.93","62.85","27003303098.0","2289000000.0","6.313636","212.08","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=YUM"
"503","ZBH","Zimmer Biomet Holdings","Health Care","115.53","14.32","0.794834","9.01","133.49","108.17","24454698119.0","2007400000.0","3.164895","2.39","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ZBH"
"504","ZION","Zions Bancorp","Financials","50.71","17.73","1.480933","2.6","55.61","38.43","10670678640.0","0.0","3.794579","1.42","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ZION"
"505","ZTS","Zoetis","Health Care","71.51","32.8","0.682372","1.65","80.13","52.0","35991109776.0","1734000000.0","9.280896","18.09","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ZTS"
